context,question,answer
พระบิดาของเจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม มีพระนามว่าอะไร   สมเด็จพระราชาธิบดีเลโอโปลด์ที่ 3 แห่งเบลเยียม,พระบิดาของเจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม มีพระนามว่าอะไร,สมเด็จพระราชาธิบดีเลโอโปลด์ที่ 3 แห่งเบลเยียม
เจ้าหญิงเลอาแห่งเบลเยียมอภิเษกสมรสกับผู้ใด   เจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม,เจ้าหญิงเลอาแห่งเบลเยียมอภิเษกสมรสกับผู้ใด,เจ้าชายอาแล็กซ็องดร์แห่งเบลเยียม
สามีของเมย์ เฟื่องอารมย์ หรือ ปทิดา กำเนิดพลอย คือใคร   กรรชัย กำเนิดพลอย,สามีของเมย์ เฟื่องอารมย์ หรือ ปทิดา กำเนิดพลอย คือใคร,กรรชัย กำเนิดพลอย
ลูกสาวของกรรชัย กำเนิดพลอย มีชื่อว่าอะไร   ภูรดา กำเนิดพลอย,ลูกสาวของกรรชัย กำเนิดพลอย มีชื่อว่าอะไร,ภูรดา กำเนิดพลอย
วัดมหรรณพารามวรวิหาร เป็นพระอารามหลวงชั้นตรี สร้างขึ้นในสมัยรัชกาลใด   รัชกาลที่ 3,วัดมหรรณพารามวรวิหาร เป็นพระอารามหลวงชั้นตรี สร้างขึ้นในสมัยรัชกาลใด,รัชกาลที่ 3
นวนิยายเรื่องแรกในนามของ ก. สุรางคนางค์ ตีพิมพ์ครั้งแรกประมาณปี พ.ศ. 2509 มีชื่อว่าอะไร   รักประกาศิต,นวนิยายเรื่องแรกในนามของ ก. สุรางคนางค์ ตีพิมพ์ครั้งแรกประมาณปี พ.ศ. 2509 มีชื่อว่าอะไร,รักประกาศิต
ในปี พ.ศ. 2555 ผู้กำกับการแสดงโดยยุทธนา ลอพันธ์ไพบูลย์ได้ผลิตละครเรื่องรักประกาศิต ใครเป็นผู้รับบทนริศรา   ทักษอร ภักดิ์สุขเจริญ,ในปี พ.ศ. 2555 ผู้กำกับการแสดงโดยยุทธนา ลอพันธ์ไพบูลย์ได้ผลิตละครเรื่องรักประกาศิต ใครเป็นผู้รับบทนริศรา,ทักษอร ภักดิ์สุขเจริญ
พระเจ้าเอ็ดวีทรงเป็นกษัตริย์แห่งอังกฤษ ในปี ค.ศ.955-959 พระบิดนามว่าอะไร   พระเจ้าเอ็ดมุนด์,พระเจ้าเอ็ดวีทรงเป็นกษัตริย์แห่งอังกฤษ ในปี ค.ศ.955-959 พระบิดนามว่าอะไร,พระเจ้าเอ็ดมุนด์
พระเจ้าเอ็ดวิกกษัตริย์แห่งอังกฤษ ใครเป็นผู้ครองราชต่อพระเจ้าเอ็ดวิก   เอ็ดการ์,พระเจ้าเอ็ดวิกกษัตริย์แห่งอังกฤษ ใครเป็นผู้ครองราชต่อพระเจ้าเอ็ดวิก,เอ็ดการ์
ครูมวยคนแรกของสิงห์มณี แก้วสัมฤทธิ์ คือใคร   ศรแดง พรทวี,ครูมวยคนแรกของสิงห์มณี แก้วสัมฤทธิ์ คือใคร,ศรแดง พรทวี
ผู้ชนะเลิศรางวัลบาฟต้า สาขาดาราสมทบชายยอดเยี่ยม ประจำปี พ.ศ. 2549 คือใคร   เจค็อบ เบนจามิน จิลเลนฮอล,ผู้ชนะเลิศรางวัลบาฟต้า สาขาดาราสมทบชายยอดเยี่ยม ประจำปี พ.ศ. 2549 คือใคร,เจค็อบ เบนจามิน จิลเลนฮอล
เจค็อบ เบนจามิน จิลเลนฮอล หรือ เจค จิลเลนฮอล เริ่มชีวิตการแสดงตั้งแต่อายุ 11 ปี ในเรื่องอะไร   เรื่อง City Slicker,เจค็อบ เบนจามิน จิลเลนฮอล หรือ เจค จิลเลนฮอล เริ่มชีวิตการแสดงตั้งแต่อายุ 11 ปี ในเรื่องอะไร,เรื่อง City Slicker
ราอุล อัลบิโอล ตอร์ตาฆาดา เล่นฟุตบอลให้กับทีมชาติอะไร   ทีมชาติสเปน,ราอุล อัลบิโอล ตอร์ตาฆาดา เล่นฟุตบอลให้กับทีมชาติอะไร,ทีมชาติสเปน
บ้านเกิดของเทียมบุญ อินทรบุตร อยู่ที่จังหวัดใด   จังหวัดลำปาง,บ้านเกิดของเทียมบุญ อินทรบุตร อยู่ที่จังหวัดใด,จังหวัดลำปาง
วัดที่จัดงานศพของเทียมบุญ อินทรบุตร อดีตโปรโมเตอร์มวย คือวัดอะไร   วัดมักกะสัน,วัดที่จัดงานศพของเทียมบุญ อินทรบุตร อดีตโปรโมเตอร์มวย คือวัดอะไร,วัดมักกะสัน
คู่ชกคนแรกของวิทยาน้อย สิงห์ยอดฟ้า คือใคร   ดาวน้อย สิงห์ทอผ้า,คู่ชกคนแรกของวิทยาน้อย สิงห์ยอดฟ้า คือใคร,ดาวน้อย สิงห์ทอผ้า
ภรรยาของประยุทธ มหากิจศิริ คือใคร   สุวิมล มหากิจศิริ,ภรรยาของประยุทธ มหากิจศิริ คือใคร,สุวิมล มหากิจศิริ
พานทองแท้ ชินวัตร เป็นเพื่อนกับลูกชายของประยุทธ มหากิจศิริ มีชื่อว่าอะไร   เฉลิมชัย มหากิจศิริ,พานทองแท้ ชินวัตร เป็นเพื่อนกับลูกชายของประยุทธ มหากิจศิริ มีชื่อว่าอะไร,เฉลิมชัย มหากิจศิริ
ผลงานชิ้นเอกของวิลเลียม เวิร์ดสเวิร์ธกวีจินตนิยมชาวอังกฤษ มีชื่อว่าอะไร   The Prelude,ผลงานชิ้นเอกของวิลเลียม เวิร์ดสเวิร์ธกวีจินตนิยมชาวอังกฤษ มีชื่อว่าอะไร,The Prelude
วิลเลียม เวิร์ดสเวิร์ธเป็นกวีจินตนิยมชาวอังกฤษ เสียชีวิตในปี ค.ศ. ใด   ปี ค.ศ. 1850,วิลเลียม เวิร์ดสเวิร์ธเป็นกวีจินตนิยมชาวอังกฤษ เสียชีวิตในปี ค.ศ. ใด,ปี ค.ศ. 1850
ผู้ได้เหรียญทองรุ่นแบนตัมเวท กีฬาโอลิมปิก พ.ศ. 2551 ที่ ปักกิ่ง ประเทศจีน คือใคร   เอนค์บาติน บาดาร์-อูกัน,ผู้ได้เหรียญทองรุ่นแบนตัมเวท กีฬาโอลิมปิก พ.ศ. 2551 ที่ ปักกิ่ง ประเทศจีน คือใคร,เอนค์บาติน บาดาร์-อูกัน
การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศส เกิดที่เมืองอะไรในประเทศฝรั่งเศส   เมืองลียง,การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศส เกิดที่เมืองอะไรในประเทศฝรั่งเศส,เมืองลียง
การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศสเชื้อสายแอลจีเรีย เล่นให้กับสโมสรฟุตบอลอะไร   สโมสรฟุตบอลเรอัลมาดริด,การีม ม็อสตาฟา แบนเซมาเป็นนักฟุตบอลชาวฝรั่งเศสเชื้อสายแอลจีเรีย เล่นให้กับสโมสรฟุตบอลอะไร,สโมสรฟุตบอลเรอัลมาดริด
คู่ครองของพระราชวรวงศ์เธอ พระองค์เจ้าบวรวิสุทธิ์ มีพระนามว่าอะไร   หม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ,คู่ครองของพระราชวรวงศ์เธอ พระองค์เจ้าบวรวิสุทธิ์ มีพระนามว่าอะไร,หม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ
พระบิดาของหม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ มีพระนามว่าอะไร   พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าเนาวรัตน์ กรมหมื่นสถิตย์ธำรงสวัสดิ์,พระบิดาของหม่อมเจ้าหญิงกมลเปรมปรีดิ์ วิสุทธิ มีพระนามว่าอะไร,พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าเนาวรัตน์ กรมหมื่นสถิตย์ธำรงสวัสดิ์
บิดาของพรทิวา ศักดิ์ศิริเวทย์กุล หรือ พรทิวา นาคาศัย คือใคร   นายสุรินทร์ ศักดิ์ศิริเวทย์กุล,บิดาของพรทิวา ศักดิ์ศิริเวทย์กุล หรือ พรทิวา นาคาศัย คือใคร,นายสุรินทร์ ศักดิ์ศิริเวทย์กุล
เลดิออน เชนิชา เป็นนักมวยสากลประเทศอะไร   ฟิลิปปินส์,เลดิออน เชนิชา เป็นนักมวยสากลประเทศอะไร,ฟิลิปปินส์
อาดานา เป็นเมืองทางตอนใต้ของประเทศอะไร   ประเทศตุรกี,อาดานา เป็นเมืองทางตอนใต้ของประเทศอะไร,ประเทศตุรกี
ระหว่าง ค.ศ. 1832-1840 อาดานาเป็นเมืองทางตอนใต้ของประเทศตุรกีตกอยู่ภายใต้การปกครองของประเทศอะไร   อียิปต์,ระหว่าง ค.ศ. 1832-1840 อาดานาเป็นเมืองทางตอนใต้ของประเทศตุรกีตกอยู่ภายใต้การปกครองของประเทศอะไร,อียิปต์
บุปผา สายชล เล่นลิเกอยู่ในคณะอะไร   คณะสายพิณวัฒนา,บุปผา สายชล เล่นลิเกอยู่ในคณะอะไร,คณะสายพิณวัฒนา
แม่ของบุปผา สายชล นักร้องลูกทุ่งหญิง คือใคร   นางบุญมี พยนต์เลิศ,แม่ของบุปผา สายชล นักร้องลูกทุ่งหญิง คือใคร,นางบุญมี พยนต์เลิศ
พ่อของอิวานกา มารี ทรัมป์ คือใคร   ดอนัลด์ ทรัมป์,พ่อของอิวานกา มารี ทรัมป์ คือใคร,ดอนัลด์ ทรัมป์
สามีของอิวานกา มารี ทรัมป์ คือใคร   จาเร็ด คัชเนอร์,สามีของอิวานกา มารี ทรัมป์ คือใคร,จาเร็ด คัชเนอร์
แจ๊ค เดลานีย์เป็นนักมวยสากลอดีตแชมป์โลกชาวแคนาดา เสียชีวิตที่เมืองใดในประเทศสหรัฐอเมริกา   นิวยอร์ก,แจ๊ค เดลานีย์เป็นนักมวยสากลอดีตแชมป์โลกชาวแคนาดา เสียชีวิตที่เมืองใดในประเทศสหรัฐอเมริกา,นิวยอร์ก
บ้านเกิดของวิเชษฐ์ เกษมทองศรี อยู่ที่ไหน   จังหวัดราชบุรี,บ้านเกิดของวิเชษฐ์ เกษมทองศรี อยู่ที่ไหน,จังหวัดราชบุรี
ในรัฐบาลนางสาวยิ่งลักษณ์ ชินวัตร นายวิเชษฐ์ เกษมทองศรี รับตำแหน่งอะไร   รัฐมนตรีว่าการกระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม,ในรัฐบาลนางสาวยิ่งลักษณ์ ชินวัตร นายวิเชษฐ์ เกษมทองศรี รับตำแหน่งอะไร,รัฐมนตรีว่าการกระทรวงทรัพยากรธรรมชาติและสิ่งแวดล้อม
การเลือกตั้งในปีพ.ศ. 2547 พอล เอ็ดการ์ ฟีลิป มาร์ติน ชนะการเลือกตั้งได้เป็นนายกรัฐมนตรีของประเทศอะไร   แคนาดา,การเลือกตั้งในปีพ.ศ. 2547 พอล เอ็ดการ์ ฟีลิป มาร์ติน ชนะการเลือกตั้งได้เป็นนายกรัฐมนตรีของประเทศอะไร,แคนาดา
เจ้าผู้ครองนครลำพูนยาวนานที่สุดคือใคร   เจ้าจักรคำขจรศักดิ์,เจ้าผู้ครองนครลำพูนยาวนานที่สุดคือใคร,เจ้าจักรคำขจรศักดิ์
พระมารดาของเจ้าผู้ครองนครลำพูนองค์ที่ 6 มีพระนามว่าอะไร   แม่เจ้าคำแปงราชเทวี,พระมารดาของเจ้าผู้ครองนครลำพูนองค์ที่ 6 มีพระนามว่าอะไร,แม่เจ้าคำแปงราชเทวี
แม่ของนายแพทย์จักรีวัชร มหิดล มีนามว่าอะไร   สุจาริณี วิวัชรวงศ์,แม่ของนายแพทย์จักรีวัชร มหิดล มีนามว่าอะไร,สุจาริณี วิวัชรวงศ์
หม่อมเจ้าจักรีวัชร มหิดล มีพระนามเล่นว่าอะไร   ท่านชายอ่อง,หม่อมเจ้าจักรีวัชร มหิดล มีพระนามเล่นว่าอะไร,ท่านชายอ่อง
เคโซ โอะบุชิ อดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 เสียชีวิตด้วยโรคอะไร   โรคหลอดเลือดสมอง,เคโซ โอะบุชิ อดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 เสียชีวิตด้วยโรคอะไร,โรคหลอดเลือดสมอง
เคโซ โอะบุชิเป็นอดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 มีแม่ชื่อว่าอะไร   นางชิโยะ โอบุชิ,เคโซ โอะบุชิเป็นอดีตนายกรัฐมนตรีญี่ปุ่นคนที่ 54 มีแม่ชื่อว่าอะไร,นางชิโยะ โอบุชิ
แอนดี้ โบการ์ด ตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีพี่ชายชื่ออะไร   เทอร์รี่ โบการ์ด,แอนดี้ โบการ์ด ตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีพี่ชายชื่ออะไร,เทอร์รี่ โบการ์ด
แอนดี้ โบการ์ดเป็นตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีแฟนชื่อว่าอะไร   ไม ชิรานุอิ,แอนดี้ โบการ์ดเป็นตัวละครจากเกมต่อสู้ ตำนานหมาป่ากระหายเลือด มีแฟนชื่อว่าอะไร,ไม ชิรานุอิ
พ่อของปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ ชื่อว่า อดอล์ฟ ทำอาชีพอะไร   ทนายความ,พ่อของปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ ชื่อว่า อดอล์ฟ ทำอาชีพอะไร,ทนายความ
ปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ เป็นอาจารย์สอนในห้องเรียนครั้งสุดท้ายตอนอายุเท่าไร   92 ปี,ปีเตอร์ เฟอร์ดินานด์ ดรักเกอร์ เป็นอาจารย์สอนในห้องเรียนครั้งสุดท้ายตอนอายุเท่าไร,92 ปี
ฌ็อง-ปอล ซาทร์เป็นนักเขียนนวนิยาย นักบทละคร นักปรัชญา มีตาชื่อว่าอะไร   คาร์ล ชไวทเซอร์,ฌ็อง-ปอล ซาทร์เป็นนักเขียนนวนิยาย นักบทละคร นักปรัชญา มีตาชื่อว่าอะไร,คาร์ล ชไวทเซอร์
เฝิง คุน เป็นนักกีฬาวอลเลย์บอลหญิงทีมชาติจีน เกิดที่ไหน   กรุงปักกิ่ง,เฝิง คุน เป็นนักกีฬาวอลเลย์บอลหญิงทีมชาติจีน เกิดที่ไหน,กรุงปักกิ่ง
เฝิง คุน สมรสกับโค้ชวอลเลย์บอลหญิงทีมชาติไทย คือใคร   เกียรติพงษ์ รัชตเกรียงไกร,เฝิง คุน สมรสกับโค้ชวอลเลย์บอลหญิงทีมชาติไทย คือใคร,เกียรติพงษ์ รัชตเกรียงไกร
แดเนียล แด คิมเป็นนักแสดงชาวอเมริกัน ได้แสดงเป็นใครในซีรีส์เรื่อง อสุรกายดงดิบ   จิน-ซู ควอน,แดเนียล แด คิมเป็นนักแสดงชาวอเมริกัน ได้แสดงเป็นใครในซีรีส์เรื่อง อสุรกายดงดิบ,จิน-ซู ควอน
สาธร ยูนีค ทาวเวอร์ เป็นคอนโดหรูสูงกี่ชั้น   สูง 47 ชั้น,สาธร ยูนีค ทาวเวอร์ เป็นคอนโดหรูสูงกี่ชั้น,สูง 47 ชั้น
สาธร ยูนีค ทาวเวอร์ เป็นฉากสำคัญในภาพยนตร์สยองขวัญเรื่องเพื่อน..ที่ระลึก ของค่ายหนังใด   จีดีเอช559,สาธร ยูนีค ทาวเวอร์ เป็นฉากสำคัญในภาพยนตร์สยองขวัญเรื่องเพื่อน..ที่ระลึก ของค่ายหนังใด,จีดีเอช559
พ่อของโรสแมรี่ คาฮันดิง เป็นคนชาติใด   ฟิลิปปินส์,พ่อของโรสแมรี่ คาฮันดิง เป็นคนชาติใด,ฟิลิปปินส์
โรสแมรี่ คาฮันดิงเป็นศิลปินชาวไทย มีลูกชายชื่อว่าอะไร   น้องดาวเหนือ,โรสแมรี่ คาฮันดิงเป็นศิลปินชาวไทย มีลูกชายชื่อว่าอะไร,น้องดาวเหนือ
วัดเขาจีนแล ตั้งอยู่ที่ตำบลนิคมสร้างตนเอง อำเภอเมืองลพบุรี จังหวัดอะไร   จังหวัดลพบุรี,วัดเขาจีนแล ตั้งอยู่ที่ตำบลนิคมสร้างตนเอง อำเภอเมืองลพบุรี จังหวัดอะไร,จังหวัดลพบุรี
หอดูดาวที่มีกล้องโทรทรรศน์วิทยุเดี่ยวที่ใหญ่ที่สุดในโลกอยู่ที่จังหวัดใดในเปอร์โตริโก   อาเรซีโบ,หอดูดาวที่มีกล้องโทรทรรศน์วิทยุเดี่ยวที่ใหญ่ที่สุดในโลกอยู่ที่จังหวัดใดในเปอร์โตริโก,อาเรซีโบ
แม่ของบุญส่ง เทพพิมล คือใคร   แม่เอียด เทพพิมล,แม่ของบุญส่ง เทพพิมล คือใคร,แม่เอียด เทพพิมล
ซูสีไทเฮา เดอะมิวสิคัล เป็นละครเวทีที่ดัดแปลงบทประพันธ์ของใคร   หม่อมราชวงศ์คึกฤทธิ์ ปราโมช,ซูสีไทเฮา เดอะมิวสิคัล เป็นละครเวทีที่ดัดแปลงบทประพันธ์ของใคร,หม่อมราชวงศ์คึกฤทธิ์ ปราโมช
ผู้ที่รับบทเป็นซูสีไทเฮาในละครเวทีเรื่องซูสีไทเฮา เดอะมิวสิคัล คือใคร   กานดา วิทยานุภาพยืนยง,ผู้ที่รับบทเป็นซูสีไทเฮาในละครเวทีเรื่องซูสีไทเฮา เดอะมิวสิคัล คือใคร,กานดา วิทยานุภาพยืนยง
อาเมเรีย จาคอปได้ตำแหน่งมิสทีนไทยแลนด์ ปี 2006 บ้านเกิดอยู่ในจังหวัดใด   ภูเก็ต,อาเมเรีย จาคอปได้ตำแหน่งมิสทีนไทยแลนด์ ปี 2006 บ้านเกิดอยู่ในจังหวัดใด,ภูเก็ต
อาเมเรีย จาคอป ผู้ชนะการประกวดมิสทีนไทยแลนด์ ปี 2006 ถูกจับกุมในคดีอะไร   คดียาเสพติด,อาเมเรีย จาคอป ผู้ชนะการประกวดมิสทีนไทยแลนด์ ปี 2006 ถูกจับกุมในคดีอะไร,คดียาเสพติด
วัดพระศรีสรรเพชญ์ ตั้งอยู่ที่ตำบลประตูชัย อำเภอพระนครศรีอยุธยา เดิมเป็นที่ประทับของกษัตริย์พระองค์ใด   สมเด็จพระรามาธิบดีที่ 1,วัดพระศรีสรรเพชญ์ ตั้งอยู่ที่ตำบลประตูชัย อำเภอพระนครศรีอยุธยา เดิมเป็นที่ประทับของกษัตริย์พระองค์ใด,สมเด็จพระรามาธิบดีที่ 1
ประเทศบ้านเกิดของรูดอล์ฟ เชงเคอร์สมาชิกผู้ก่อตั้งวงเฮฟวี่เมทัล คือประเทศอะไร   ประเทศเยอรมัน,ประเทศบ้านเกิดของรูดอล์ฟ เชงเคอร์สมาชิกผู้ก่อตั้งวงเฮฟวี่เมทัล คือประเทศอะไร,ประเทศเยอรมัน
พระที่นั่งใดในพระราชวังบางประอินที่ไม่อนุญาตให้เข้าชมภายในพระที่นั่งได้   พระที่นั่งอุทยานภูมิเสถียร,พระที่นั่งใดในพระราชวังบางประอินที่ไม่อนุญาตให้เข้าชมภายในพระที่นั่งได้,พระที่นั่งอุทยานภูมิเสถียร
สโมสรฟุตบอลโกรโตเน เป็นสโมสรฟุตบอลอาชีพของประเทศอะไร   อิตาลี,สโมสรฟุตบอลโกรโตเน เป็นสโมสรฟุตบอลอาชีพของประเทศอะไร,อิตาลี
สีประจำสโมสรฟุตบอลโกรโตเน คือสีอะไร   สีน้ำเงินเข้มและสีแดง,สีประจำสโมสรฟุตบอลโกรโตเน คือสีอะไร,สีน้ำเงินเข้มและสีแดง
ประเทศบ้านเกิดของแฟรงค์ เซเดโน หรือ Frank Cedeno คือประเทศอะไร   ประเทศฟิลิปปินส์,ประเทศบ้านเกิดของแฟรงค์ เซเดโน หรือ Frank Cedeno คือประเทศอะไร,ประเทศฟิลิปปินส์
เซเดโนขึ้นชกมวยครั้งสุดท้ายเมื่อ 27 มีนาคม พ.ศ. 2531 แพ้น็อคให้กับนักมวยประเทศอะไร   เกาหลีใต้,เซเดโนขึ้นชกมวยครั้งสุดท้ายเมื่อ 27 มีนาคม พ.ศ. 2531 แพ้น็อคให้กับนักมวยประเทศอะไร,เกาหลีใต้
น้ำตกห้วยชมพู อยู่ในเขตพื้นที่หมู่ 11 ตำบลสันโค้ง อำเภอดอกคำใต้  จังหวัดใด   จังหวัดพะเยา,น้ำตกห้วยชมพู อยู่ในเขตพื้นที่หมู่ 11 ตำบลสันโค้ง อำเภอดอกคำใต้  จังหวัดใด,จังหวัดพะเยา
นอกจากน้ำตกห้วยชมพูที่ตั้งอยู่อำเภอดอกคำใต้ จังหวัดพะเยาแล้ว สถานที่ท่องเที่ยวใกล้เคียงมีถ้ำเรียกว่าถ้ำอะไร   ถ้ำฝนแสนห่า,นอกจากน้ำตกห้วยชมพูที่ตั้งอยู่อำเภอดอกคำใต้ จังหวัดพะเยาแล้ว สถานที่ท่องเที่ยวใกล้เคียงมีถ้ำเรียกว่าถ้ำอะไร,ถ้ำฝนแสนห่า
แอมานุแอล โลร็อง เปอตีอดีตนักฟุตบอลชาวฝรั่งเศส มีชื่อเล่นว่าอะไร   มานูว์,แอมานุแอล โลร็อง เปอตีอดีตนักฟุตบอลชาวฝรั่งเศส มีชื่อเล่นว่าอะไร,มานูว์
ผู้ยิงประตูปิดท้ายในนัดชิงชนะเลิศที่ฝรั่งเศสเอาชนะบราซิลไปได้ 3-0 ในการแข่งขันฟุตบอลโลก 1998 คือใคร   เปอตี,ผู้ยิงประตูปิดท้ายในนัดชิงชนะเลิศที่ฝรั่งเศสเอาชนะบราซิลไปได้ 3-0 ในการแข่งขันฟุตบอลโลก 1998 คือใคร,เปอตี
แอร์โครยอ ก่อตั้งครั้งแรกภายใต้ชื่ออะไร ในปี ค.ศ. 1950   โซเกา (การบินโซเวียต-เกาหลีเหนือ),แอร์โครยอ ก่อตั้งครั้งแรกภายใต้ชื่ออะไร ในปี ค.ศ. 1950,โซเกา (การบินโซเวียต-เกาหลีเหนือ)
สายการบินเดียวที่ได้รับการประเมินเพียง 1 ดาว ประเมินโดยสกายแทร็กซ์ คือสายการบินอะไร   สายการบินแอร์โครยอ,สายการบินเดียวที่ได้รับการประเมินเพียง 1 ดาว ประเมินโดยสกายแทร็กซ์ คือสายการบินอะไร,สายการบินแอร์โครยอ
คู ฮาราเป็นนักร้องและนักแสดงชาวเกาหลีใต้ เกิดที่เมืองใดของประเทศเกาหลีใต้   เมืองควังจู,คู ฮาราเป็นนักร้องและนักแสดงชาวเกาหลีใต้ เกิดที่เมืองใดของประเทศเกาหลีใต้,เมืองควังจู
ต้นไม้ประจำโรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี คือต้นอะไร   ต้นกัลปพฤกษ์,ต้นไม้ประจำโรงเรียนสวนกุหลาบวิทยาลัย นนทบุรี คือต้นอะไร,ต้นกัลปพฤกษ์
วัดทุ่งเศรษฐี ตั้งอยู่หมู่ 7 บ้านห้วยบง ตำบลป่าเซ่า อำเภอเมือง จังหวัดอุตรดิตถ์ มีชื่อเดิมว่าอะไร   วัดห้วยบง,วัดทุ่งเศรษฐี ตั้งอยู่หมู่ 7 บ้านห้วยบง ตำบลป่าเซ่า อำเภอเมือง จังหวัดอุตรดิตถ์ มีชื่อเดิมว่าอะไร,วัดห้วยบง
ไชยา สุริยัน มีชื่อจริงว่าอะไร   หม่อมหลวงอภิรัฐ จรูญโรจน์,ไชยา สุริยัน มีชื่อจริงว่าอะไร,หม่อมหลวงอภิรัฐ จรูญโรจน์
พ่อตาของไชยา สุริยัน คือใคร   หม่อมหลวงขาบ กุญชร,พ่อตาของไชยา สุริยัน คือใคร,หม่อมหลวงขาบ กุญชร
สบู่หอมนกแก้วเริ่มผลิตเมื่อปี พ.ศ. 2490 ผู้คิดค้นส่วนผสมคือใคร   วอลเตอร์ เลโอ ไมเยอร์,สบู่หอมนกแก้วเริ่มผลิตเมื่อปี พ.ศ. 2490 ผู้คิดค้นส่วนผสมคือใคร,วอลเตอร์ เลโอ ไมเยอร์
ผู้ก่อตั้งบริษัทเมืองไทยประกันชีวิตคือใคร   บัญชา ล่ำซำ,ผู้ก่อตั้งบริษัทเมืองไทยประกันชีวิตคือใคร,บัญชา ล่ำซำ
ภรรยาของบัญชา ล่ำซำ คือใคร   ม.ร.ว. สำอางวรรณ เทวกุล,ภรรยาของบัญชา ล่ำซำ คือใคร,ม.ร.ว. สำอางวรรณ เทวกุล
กิบซัน เลส พอล เป็นกีตาร์ไฟฟ้าตัวตัน ที่ผลิตครั้งแรกโดยกิบซันในปีใด   ปี 1952,กิบซัน เลส พอล เป็นกีตาร์ไฟฟ้าตัวตัน ที่ผลิตครั้งแรกโดยกิบซันในปีใด,ปี 1952
ภรรยาของยงยศ อรุณเวสสะเศรษฐ คือใคร   นางไหม อรุณเวสสะเศรษฐ,ภรรยาของยงยศ อรุณเวสสะเศรษฐ คือใคร,นางไหม อรุณเวสสะเศรษฐ
เจมส์ กิบสันเป็นนักมวยปล้ำอาชีพชาวอเมริกัน ใช้ชื่อในวงการมวยปล้ำว่าอะไร   เจมี โนเบิล,เจมส์ กิบสันเป็นนักมวยปล้ำอาชีพชาวอเมริกัน ใช้ชื่อในวงการมวยปล้ำว่าอะไร,เจมี โนเบิล
ภรรยาของกันตธีร์ ศุภมงคล คือใคร   คุณหญิงดุษฎี ศุภมงคล,ภรรยาของกันตธีร์ ศุภมงคล คือใคร,คุณหญิงดุษฎี ศุภมงคล
นายสมชาย เบญจรงคกุล เป็นอดีตรัฐมนตรีช่วยว่าการกระทรวงสาธารณสุข ในรัฐบาลของใคร   พลเอกชวลิต ยงใจยุทธ,นายสมชาย เบญจรงคกุล เป็นอดีตรัฐมนตรีช่วยว่าการกระทรวงสาธารณสุข ในรัฐบาลของใคร,พลเอกชวลิต ยงใจยุทธ
ภรรยาของวิสาร เตชะธีราวัฒน์ คือใคร   นางสมสะอาด เตชะธีราวัฒน์,ภรรยาของวิสาร เตชะธีราวัฒน์ คือใคร,นางสมสะอาด เตชะธีราวัฒน์
วิสันต์ ไกรเกรียงยุค มีชื่อจริงว่าอะไร   วิสันต์ ไพรอนันต์,วิสันต์ ไกรเกรียงยุค มีชื่อจริงว่าอะไร,วิสันต์ ไพรอนันต์
น้องเขยของนิพนธ์ พร้อมพันธุ์ คือใคร   สุเทพ เทือกสุบรรณ,น้องเขยของนิพนธ์ พร้อมพันธุ์ คือใคร,สุเทพ เทือกสุบรรณ
นิพนธ์ พร้อมพันธุ์ สำเร็จการศึกษาชั้นประถมศึกษาจากโรงเรียนอะไร   โรงเรียนเซนต์คาเบรียล,นิพนธ์ พร้อมพันธุ์ สำเร็จการศึกษาชั้นประถมศึกษาจากโรงเรียนอะไร,โรงเรียนเซนต์คาเบรียล
อาสนวิหารแม่พระบังเกิดแห่งว็องส์ อยู่ในประเทศอะไร   ประเทศฝรั่งเศส,อาสนวิหารแม่พระบังเกิดแห่งว็องส์ อยู่ในประเทศอะไร,ประเทศฝรั่งเศส
อาสนวิหารว็องส์ได้ขึ้นทะเบียนเป็นอนุสรณ์สถานทางประวัติศาสตร์เมื่อปี ค.ศ. ใด   ปี ค.ศ. 1944,อาสนวิหารว็องส์ได้ขึ้นทะเบียนเป็นอนุสรณ์สถานทางประวัติศาสตร์เมื่อปี ค.ศ. ใด,ปี ค.ศ. 1944
