context,question,answer
สตรีคนแรกที่ได้รับการแต่งตั้งเป็นผู้ว่าราชการของประเทศไทยคือใคร   คุณหญิงจรัสศรี ทีปิรัช,สตรีคนแรกที่ได้รับการแต่งตั้งเป็นผู้ว่าราชการของประเทศไทยคือใคร,คุณหญิงจรัสศรี ทีปิรัช
ภาพยนตร์เรื่องแรกที่ อัศวิน รัตนประชา เล่นมีชื่อเรื่องว่าอะไร   เรื่อง 7 ดอกจิก,ภาพยนตร์เรื่องแรกที่ อัศวิน รัตนประชา เล่นมีชื่อเรื่องว่าอะไร,เรื่อง 7 ดอกจิก
บ้านพิษณุโลก เป็นบ้านพักประจำตำแหน่งนายกรัฐมนตรีไทย เดิมมีชื่อว่าอะไร   บ้านบรรทมสินธุ์,บ้านพิษณุโลก เป็นบ้านพักประจำตำแหน่งนายกรัฐมนตรีไทย เดิมมีชื่อว่าอะไร,บ้านบรรทมสินธุ์
บ้านบรรทมสินธุ์ หรือ บ้านพิษณุโลก ถูกออกแบบโดยสถาปนิกประจำราชสำนักสยามชาวอิตาลีมีชื่อว่าอะไร   มาริโอ ตามานโญ,บ้านบรรทมสินธุ์ หรือ บ้านพิษณุโลก ถูกออกแบบโดยสถาปนิกประจำราชสำนักสยามชาวอิตาลีมีชื่อว่าอะไร,มาริโอ ตามานโญ
ภรรยาของนายธนิตพล ไชยนันทน์ คือใคร   นาง วรกันยา ณ ระนอง ไชยนันทน์,ภรรยาของนายธนิตพล ไชยนันทน์ คือใคร,นาง วรกันยา ณ ระนอง ไชยนันทน์
นายธนิตพล ไชยนันทน์ สำเร็จการศึกษาระดับปริญญาโทจากมหาวิทยาลัยอะไร   มหาวิทยาลัยรามคำแหง,นายธนิตพล ไชยนันทน์ สำเร็จการศึกษาระดับปริญญาโทจากมหาวิทยาลัยอะไร,มหาวิทยาลัยรามคำแหง
พระโอรสพระองค์เดียวในเจ้าชายฟุมิฮิโตะ มีพระนามว่าอะไร   เจ้าชายอากิชิโนะ,พระโอรสพระองค์เดียวในเจ้าชายฟุมิฮิโตะ มีพระนามว่าอะไร,เจ้าชายอากิชิโนะ
ขุนอำไพพาณิชย์เป็นคหบดีชาวศรีสะเกษ มีชื่อเดิมว่าอะไร   ทองอินทร์ นาคสีหราช,ขุนอำไพพาณิชย์เป็นคหบดีชาวศรีสะเกษ มีชื่อเดิมว่าอะไร,ทองอินทร์ นาคสีหราช
อาคารขุนอำไพพาณิชย์ ตั้งอยู่ตำบลเมืองใต้ อำเภอเมืองศรีสะเกษในจังหวัดอะไร   จังหวัดศรีสะเกษ,อาคารขุนอำไพพาณิชย์ ตั้งอยู่ตำบลเมืองใต้ อำเภอเมืองศรีสะเกษในจังหวัดอะไร,จังหวัดศรีสะเกษ
คู่สมรสของนิพัทธ์ ทองเล็ก คือใคร   ทันตแพทย์หญิง รัตนาวดี ทองเล็ก,คู่สมรสของนิพัทธ์ ทองเล็ก คือใคร,ทันตแพทย์หญิง รัตนาวดี ทองเล็ก
ในปี 2008 แอนนา เคย์ ฟาริสได้แสดงภาพยนตร์เรื่องอะไร   เรื่อง The House Bunny,ในปี 2008 แอนนา เคย์ ฟาริสได้แสดงภาพยนตร์เรื่องอะไร,เรื่อง The House Bunny
ซีเคร็ตออฟมายฮาร์ต เป็นซิงเกิลลำดับที่ 3 ของใคร   ไม คุรากิ,ซีเคร็ตออฟมายฮาร์ต เป็นซิงเกิลลำดับที่ 3 ของใคร,ไม คุรากิ
ผลงานชิ้นแรก ในปี ค.ศ. 1480 ของโดเมนีโก กีร์ลันดาโย เป็นภาพอะไร   นักบุญเจอโรมในห้องทำงาน,ผลงานชิ้นแรก ในปี ค.ศ. 1480 ของโดเมนีโก กีร์ลันดาโย เป็นภาพอะไร,นักบุญเจอโรมในห้องทำงาน
ร่างของโดเมนีโก กีร์ลันดาโยเป็นจิตรกรสมัยฟื้นฟูศิลปวิทยาคนสำคัญของประเทศอิตาลีในคริสต์ศตวรรษที่ 15 ถูกฝังไว้ที่วัดใด   วัดซานตามาเรียโนเวลลา,ร่างของโดเมนีโก กีร์ลันดาโยเป็นจิตรกรสมัยฟื้นฟูศิลปวิทยาคนสำคัญของประเทศอิตาลีในคริสต์ศตวรรษที่ 15 ถูกฝังไว้ที่วัดใด,วัดซานตามาเรียโนเวลลา
ภรรยาของนายไชยา พรหมา คือใคร   นางอัญชลี พรหมา,ภรรยาของนายไชยา พรหมา คือใคร,นางอัญชลี พรหมา
สุรพงษ์ บุนนาค นักเขียนนวนิยาย บทความ สารคดี เสียชีวิตด้วยโรคอะไร   โรคมะเร็ง,สุรพงษ์ บุนนาค นักเขียนนวนิยาย บทความ สารคดี เสียชีวิตด้วยโรคอะไร,โรคมะเร็ง
สุรพงษ์ บุนนาค เจ้าของรางวัลนราธิป ประจำปี พ.ศ. 2545 จบการศึกษาจากประเทศอะไร   ประเทศเยอรมนี,สุรพงษ์ บุนนาค เจ้าของรางวัลนราธิป ประจำปี พ.ศ. 2545 จบการศึกษาจากประเทศอะไร,ประเทศเยอรมนี
เมืองหลวงของประเทศฟีจี มีชื่อว่าอะไร   ซูวา,เมืองหลวงของประเทศฟีจี มีชื่อว่าอะไร,ซูวา
อรุโณทัย วรรณถาวร นักเขียนนวนิยายโรแมนติกเขย่าขวัญ ใช้นามปากกว่าอะไร   มายาโรส,อรุโณทัย วรรณถาวร นักเขียนนวนิยายโรแมนติกเขย่าขวัญ ใช้นามปากกว่าอะไร,มายาโรส
บ้านเกิดของอรุโณทัย วรรณถาวร หรือใช้นามปากกาว่า มายาโรส อยู่ที่ไหน   เชียงใหม่,บ้านเกิดของอรุโณทัย วรรณถาวร หรือใช้นามปากกาว่า มายาโรส อยู่ที่ไหน,เชียงใหม่
โซฟี มังก์ นักร้องชาวออสเตรเลีย เกิดที่ประเทศอะไร   อังกฤษ,โซฟี มังก์ นักร้องชาวออสเตรเลีย เกิดที่ประเทศอะไร,อังกฤษ
อัลบั้มเดี่ยวครั้งแรกของโซฟี มังก์ ในเดือน พฤษภาคม 2003 มีชื่อว่าอะไร   Calendar Girl,อัลบั้มเดี่ยวครั้งแรกของโซฟี มังก์ ในเดือน พฤษภาคม 2003 มีชื่อว่าอะไร,Calendar Girl
ชินโนะซุเกะ ฮนดะ นักฟุตบอลชาวญี่ปุ่น เกิดที่เมืองอะไร   เมืองฟุกุชิมะ,ชินโนะซุเกะ ฮนดะ นักฟุตบอลชาวญี่ปุ่น เกิดที่เมืองอะไร,เมืองฟุกุชิมะ
หลวงพ่อเงิน พุทธโชติ อดีตเจ้าอาวาสวัดบางคลาน จังหวัดพิจิตร สิริอายุกี่ปี   111 ปี,หลวงพ่อเงิน พุทธโชติ อดีตเจ้าอาวาสวัดบางคลาน จังหวัดพิจิตร สิริอายุกี่ปี,111 ปี
บุคคลแรกที่ค้นพบความสัมพันธ์ระหว่างกระแสไฟฟ้าและแม่เหล็ก คือใคร   เออร์สเตด,บุคคลแรกที่ค้นพบความสัมพันธ์ระหว่างกระแสไฟฟ้าและแม่เหล็ก คือใคร,เออร์สเตด
พระนามเดิมของเจ้าหลวงเหมพินธุไพจิตร มีพระนามว่าอะไร   เจ้าคำหยาด,พระนามเดิมของเจ้าหลวงเหมพินธุไพจิตร มีพระนามว่าอะไร,เจ้าคำหยาด
เทือกเขาที่ยาวที่สุดในทวีปยุโรป คือเทือกเขาอะไร   เทือกเขาสแกนดิเนเวีย,เทือกเขาที่ยาวที่สุดในทวีปยุโรป คือเทือกเขาอะไร,เทือกเขาสแกนดิเนเวีย
เทือกเขาที่มีความยาวเป็นอันดับ 2 ในยุโรป คือเทือกเขาอะไร   เทือกเขาคาร์เพเทียน,เทือกเขาที่มีความยาวเป็นอันดับ 2 ในยุโรป คือเทือกเขาอะไร,เทือกเขาคาร์เพเทียน
ผู้สร้างวัดน้อย จังหวัดน่าน คือใคร   พระเจ้าสุริยพงษ์ผริตเดช,ผู้สร้างวัดน้อย จังหวัดน่าน คือใคร,พระเจ้าสุริยพงษ์ผริตเดช
บ้านเกิดของพระเทพโมลี หรือ สำรอง คุณวุฑฺโฒ อยู่ที่จังหวัดใด   จังหวัดขอนแก่น,บ้านเกิดของพระเทพโมลี หรือ สำรอง คุณวุฑฺโฒ อยู่ที่จังหวัดใด,จังหวัดขอนแก่น
พระอุปัชฌาย์ของพระเทพโมลี หรือ สำรอง คุณวุฑฺโฒ มีนามว่าอะไร   พระครูแก้ว,พระอุปัชฌาย์ของพระเทพโมลี หรือ สำรอง คุณวุฑฺโฒ มีนามว่าอะไร,พระครูแก้ว
ทาทา มอเตอร์ส เป็นบริษัทผู้ผลิตรถยนต์ของประเทศอะไร   อินเดีย,ทาทา มอเตอร์ส เป็นบริษัทผู้ผลิตรถยนต์ของประเทศอะไร,อินเดีย
โรงงานทาทา มอเตอร์สในประเทศไทยอยู่ที่จังหวัดอะไร   จังหวัดสมุทรปราการ,โรงงานทาทา มอเตอร์สในประเทศไทยอยู่ที่จังหวัดอะไร,จังหวัดสมุทรปราการ
บอลทิมอร์ เป็นเมืองที่ใหญ่ที่สุดในรัฐแมริแลนด์ประเทศอะไร   สหรัฐอเมริกา,บอลทิมอร์ เป็นเมืองที่ใหญ่ที่สุดในรัฐแมริแลนด์ประเทศอะไร,สหรัฐอเมริกา
มหาวิทยาลัยที่มีชื่อเสียงของเมืองบอลทิมอร์ รัฐแมริแลนด์ ประเทศสหรัฐอเมริกา มีชื่อว่าอะไร   มหาวิทยาลัยจอนส์ฮอปกินส์,มหาวิทยาลัยที่มีชื่อเสียงของเมืองบอลทิมอร์ รัฐแมริแลนด์ ประเทศสหรัฐอเมริกา มีชื่อว่าอะไร,มหาวิทยาลัยจอนส์ฮอปกินส์
ผู้กำกับการแสดงละครเรื่อง นาคี ละครโทรทัศน์ไทยฉายในปี พ.ศ. 2559 คือใคร   พงษ์พัฒน์ วชิรบรรจง,ผู้กำกับการแสดงละครเรื่อง นาคี ละครโทรทัศน์ไทยฉายในปี พ.ศ. 2559 คือใคร,พงษ์พัฒน์ วชิรบรรจง
ตั้งแต่ศตวรรษที่ 15 พระราชวังสำคัญที่ตั้งอยู่ในกรีนิชคือพระราชวังอะไร   พระราชวังพลาเซ็นเทีย,ตั้งแต่ศตวรรษที่ 15 พระราชวังสำคัญที่ตั้งอยู่ในกรีนิชคือพระราชวังอะไร,พระราชวังพลาเซ็นเทีย
สมเด็จพระราชินีนาถเอลิซาเบธที่ 1 แห่งอังกฤษ ทรงประสูติที่เมืองอะไร   กรีนิช,สมเด็จพระราชินีนาถเอลิซาเบธที่ 1 แห่งอังกฤษ ทรงประสูติที่เมืองอะไร,กรีนิช
บริษัทออราเคิลคอร์ปอเรชันก่อตั้งขึ้นเมื่อปี พ.ศ. ใด   ปี พ.ศ. 2520,บริษัทออราเคิลคอร์ปอเรชันก่อตั้งขึ้นเมื่อปี พ.ศ. ใด,ปี พ.ศ. 2520
มหาวิทยาลัยศิลปะเบรเมิน อยู่ในประเทศอะไร   ประเทศเยอรมนี,มหาวิทยาลัยศิลปะเบรเมิน อยู่ในประเทศอะไร,ประเทศเยอรมนี
พรรคทาโย เป็นพรรคการเมืองในประเทศอะไร   ประเทศโซมาเลีย,พรรคทาโย เป็นพรรคการเมืองในประเทศอะไร,ประเทศโซมาเลีย
ประธานพรรคการเมืองทาโยของโซมาเลีย มีชื่อว่าอะไร   มัรยัม กาซิม,ประธานพรรคการเมืองทาโยของโซมาเลีย มีชื่อว่าอะไร,มัรยัม กาซิม
พระราชบิดาของหม่อมเจ้ายี่เข่ง มีพระนามว่าอะไร   พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าเพชรหึง,พระราชบิดาของหม่อมเจ้ายี่เข่ง มีพระนามว่าอะไร,พระเจ้าราชวรวงศ์เธอ พระองค์เจ้าเพชรหึง
พระสวามีของพระวงศ์เธอ พระองค์เจ้ายี่เข่ง มีพระนามว่าอะไร   หม่อมเจ้าชายจักรจั่น ปาลกะวงศ์,พระสวามีของพระวงศ์เธอ พระองค์เจ้ายี่เข่ง มีพระนามว่าอะไร,หม่อมเจ้าชายจักรจั่น ปาลกะวงศ์
พระครูพิศาลธรรมโกศลหรือสุพจน์ กญจนิโก พระวัดประยุรวงศาวาส มีนามปากกาว่าอะไร   แพรเยื่อไม้,พระครูพิศาลธรรมโกศลหรือสุพจน์ กญจนิโก พระวัดประยุรวงศาวาส มีนามปากกาว่าอะไร,แพรเยื่อไม้
พระครูพิศาลธรรมโกศลหรือสุพจน์ กญจนิโก พระวัดประยุรวงศาวาสมรณภาพด้วยโรคอะไร   โรคมะเร็งในหลอดอาหาร,พระครูพิศาลธรรมโกศลหรือสุพจน์ กญจนิโก พระวัดประยุรวงศาวาสมรณภาพด้วยโรคอะไร,โรคมะเร็งในหลอดอาหาร
พระมารดาของสมเด็จพระจักรพรรดิรูดอล์ฟที่ 2 แห่งโรมันอันศักดิ์สิทธิ์ มีพระนามว่าอะไร   มาเรียแห่งสเปน,พระมารดาของสมเด็จพระจักรพรรดิรูดอล์ฟที่ 2 แห่งโรมันอันศักดิ์สิทธิ์ มีพระนามว่าอะไร,มาเรียแห่งสเปน
ราชอาณาจักรทอเลมี ตั้งอยู่ในประเทศอะไรในปัจจุบัน   อียิปต์,ราชอาณาจักรทอเลมี ตั้งอยู่ในประเทศอะไรในปัจจุบัน,อียิปต์
เมื่ออเล็กซานเดอร์มหาราชได้รับชัยชนะต่ออียิปต์ เมือปี 332 ก่อนคริสต์ศักราช ได้ก่อตั้งอาณาจักรอะไร   ราชอาณาจักรทอเลมี,เมื่ออเล็กซานเดอร์มหาราชได้รับชัยชนะต่ออียิปต์ เมือปี 332 ก่อนคริสต์ศักราช ได้ก่อตั้งอาณาจักรอะไร,ราชอาณาจักรทอเลมี
พระราชบิดาของท้าวคำถี่ มีพระนามว่าอะไร   สุขางฟ้า,พระราชบิดาของท้าวคำถี่ มีพระนามว่าอะไร,สุขางฟ้า
ท้าวคำถี่ขึ้นเป็นกษัตริย์เมื่อปี พ.ศ. 1923 มีพระโอรสพระนามว่าอะไร   สุดางฟ้า,ท้าวคำถี่ขึ้นเป็นกษัตริย์เมื่อปี พ.ศ. 1923 มีพระโอรสพระนามว่าอะไร,สุดางฟ้า
พระปฐมกษัตริย์ของราชวงศ์บ้านพลูหลวง มีพระนามว่าอะไร   สมเด็จพระเพทราชา,พระปฐมกษัตริย์ของราชวงศ์บ้านพลูหลวง มีพระนามว่าอะไร,สมเด็จพระเพทราชา
ศิริชัย โพธิ์สุวรรณ เป็นนักมวยสากลจากจังหวัดอะไร   จังหวัดมหาสารคาม,ศิริชัย โพธิ์สุวรรณ เป็นนักมวยสากลจากจังหวัดอะไร,จังหวัดมหาสารคาม
มาดารของศิริชัย โพธิ์สุวรรณ เสียชีวิตตั้งแต่เขาอายุกี่ปี   อายุ 6 ปี,มาดารของศิริชัย โพธิ์สุวรรณ เสียชีวิตตั้งแต่เขาอายุกี่ปี,อายุ 6 ปี
ภาพเขียน การแต่งงานของเวอร์จินแมรี จิตกรชาวอิตาลีที่เขียนมีชื่อว่าอะไร   ราฟาเอล,ภาพเขียน การแต่งงานของเวอร์จินแมรี จิตกรชาวอิตาลีที่เขียนมีชื่อว่าอะไร,ราฟาเอล
ราฟาเอลผู้เขียนภาพ การแต่งงานของเวอร์จินแมรี เป็นจิตรกรในสมัยใด   สมัยเรอเนซองส์,ราฟาเอลผู้เขียนภาพ การแต่งงานของเวอร์จินแมรี เป็นจิตรกรในสมัยใด,สมัยเรอเนซองส์
ชื่อเดิมของนาธาน โอร์มาน มีชื่อว่าอะไร   ธัญญวัฒน์ หยุ่นตระกูล,ชื่อเดิมของนาธาน โอร์มาน มีชื่อว่าอะไร,ธัญญวัฒน์ หยุ่นตระกูล
ในสมัยประถมนาธาน โอร์มาน เรียนอยู่ที่ไหน   โรงเรียนดรุณศึกษา,ในสมัยประถมนาธาน โอร์มาน เรียนอยู่ที่ไหน,โรงเรียนดรุณศึกษา
ผู้ก่อตั้งหนังสือพิมพ์เดอะไทมส์ หรือ The Times คือใคร   จอห์น วอลเทอร์,ผู้ก่อตั้งหนังสือพิมพ์เดอะไทมส์ หรือ The Times คือใคร,จอห์น วอลเทอร์
หนังสือพิมพ์ The Daily Universal Register ได้เปลี่ยนชื่อมาเป็น The Times ในฉบับตีพิมพ์ที่เท่าไร   ฉบับที่ 941,หนังสือพิมพ์ The Daily Universal Register ได้เปลี่ยนชื่อมาเป็น The Times ในฉบับตีพิมพ์ที่เท่าไร,ฉบับที่ 941
สีประจำโรงเรียนตะโหมด จังหวัดพัทลุง คือสีอะไร   สีเทา,สีประจำโรงเรียนตะโหมด จังหวัดพัทลุง คือสีอะไร,สีเทา
ศิลป์ชนก คล้ายแต้ เป็นนักร้องสังกัดวงอะไร   สังกัดกามิกาเซ่,ศิลป์ชนก คล้ายแต้ เป็นนักร้องสังกัดวงอะไร,สังกัดกามิกาเซ่
เพลง มายบลัดดีวาเลนไทน์ ของทาทา ยัง เริ่มเผยแพร่ในปี 2552 อยู่ในอัลบั้มชื่อว่าอะไร   เรดีฟอร์เลิฟ,เพลง มายบลัดดีวาเลนไทน์ ของทาทา ยัง เริ่มเผยแพร่ในปี 2552 อยู่ในอัลบั้มชื่อว่าอะไร,เรดีฟอร์เลิฟ
จังหวัดใต้สุดของญี่ปุ่นคือจังหวัดอะไร   จังหวัดโอกินาวะ,จังหวัดใต้สุดของญี่ปุ่นคือจังหวัดอะไร,จังหวัดโอกินาวะ
นครนาฮะ เป็นเมืองเอกของจังหวัดอะไรในประเทศญี่ปุ่น   จังหวัดโอกินาวะ,นครนาฮะ เป็นเมืองเอกของจังหวัดอะไรในประเทศญี่ปุ่น,จังหวัดโอกินาวะ
สกุลเดิมของหม่อมหลวงตาด วรวรรณ มีสกุลเรียกว่าอะไร   มนตรีกุล,สกุลเดิมของหม่อมหลวงตาด วรวรรณ มีสกุลเรียกว่าอะไร,มนตรีกุล
เอลบรัส เทเดเยฟ ได้รับรางวัลเหรียญทองจากการแข่งขันโอลิมปิกฤดูร้อน 2004 ที่ไหน   กรุงเอเธนส์,เอลบรัส เทเดเยฟ ได้รับรางวัลเหรียญทองจากการแข่งขันโอลิมปิกฤดูร้อน 2004 ที่ไหน,กรุงเอเธนส์
เอลบรัส เทเดเยฟเป็นนักมวยปล้ำและได้เป็นพลเมืองของประเทศยูเครนในปีใด   ค.ศ. 1993,เอลบรัส เทเดเยฟเป็นนักมวยปล้ำและได้เป็นพลเมืองของประเทศยูเครนในปีใด,ค.ศ. 1993
นักฟุตบอลนามว่า ซูโซ มีชื่อเต็มว่า เฆซุส โฆอากิน เฟร์นันเดซ ซาเอนซ์ เด ลา ตอร์เร เกิดที่เมืองอะไร   เมืองกาดิซ,นักฟุตบอลนามว่า ซูโซ มีชื่อเต็มว่า เฆซุส โฆอากิน เฟร์นันเดซ ซาเอนซ์ เด ลา ตอร์เร เกิดที่เมืองอะไร,เมืองกาดิซ
เฆซุส โฆอากิน เฟร์นันเดซ ซาเอนซ์ เด ลา ตอร์เร สังกัดเอซีมิลานในเซเรียอาประเทศอะไร   อิตาลี,เฆซุส โฆอากิน เฟร์นันเดซ ซาเอนซ์ เด ลา ตอร์เร สังกัดเอซีมิลานในเซเรียอาประเทศอะไร,อิตาลี
ภาพยนตร์เรื่อง Boyhood ในปี 2014 ที่ได้รับรางวัลลูกโลกทองคำสาขาผู้กำกับภาพยนตร์ยอดเยี่ยม กำกับโดยใคร   ริชาร์ด สจ๊วต ลินเคลเตอร์,ภาพยนตร์เรื่อง Boyhood ในปี 2014 ที่ได้รับรางวัลลูกโลกทองคำสาขาผู้กำกับภาพยนตร์ยอดเยี่ยม กำกับโดยใคร,ริชาร์ด สจ๊วต ลินเคลเตอร์
ภาพยนตร์แนวตลกที่สร้างโดยริชาร์ด สจ๊วต ลินเคลเตอร์ ในปี 1993 คือเรื่องอะไร   เรื่อง Dazed and Confused (1993),ภาพยนตร์แนวตลกที่สร้างโดยริชาร์ด สจ๊วต ลินเคลเตอร์ ในปี 1993 คือเรื่องอะไร,เรื่อง Dazed and Confused (1993)
แกรี่ เลวิน เกิดที่เมืองอะไรในประเทศอังกฤษ   กรุงลอนดอน,แกรี่ เลวิน เกิดที่เมืองอะไรในประเทศอังกฤษ,กรุงลอนดอน
แกรี่ เลวิน จบปริญญาตรี ในสาขาอะไร   สาขาชีววิทยา,แกรี่ เลวิน จบปริญญาตรี ในสาขาอะไร,สาขาชีววิทยา
พระบิดาของไมดาส มีพระนามว่าอะไร   พระเจ้ากลอดิอุส,พระบิดาของไมดาส มีพระนามว่าอะไร,พระเจ้ากลอดิอุส
พระเจ้าไมดาส ทรงปกครองนครที่มีชื่อว่าอะไร   นครไฟร์เกีย,พระเจ้าไมดาส ทรงปกครองนครที่มีชื่อว่าอะไร,นครไฟร์เกีย
พี่สาวแท้ๆ ของนริศ อารีย์ มีชื่อว่าอะไร   วรนุช อารีย์,พี่สาวแท้ๆ ของนริศ อารีย์ มีชื่อว่าอะไร,วรนุช อารีย์
สมเด็จพระมหาวีรวงศ์ มีพระนามเดิมว่าอะไร   ยัง,สมเด็จพระมหาวีรวงศ์ มีพระนามเดิมว่าอะไร,ยัง
สมเด็จพระมหาวีรวงศ์ หนีการไปเรียนที่จีนโดยไปอยู่กับน้าชายมีชื่อว่าอะไร   สิงห์โต,สมเด็จพระมหาวีรวงศ์ หนีการไปเรียนที่จีนโดยไปอยู่กับน้าชายมีชื่อว่าอะไร,สิงห์โต
พระมารดาของหม่อมเจ้าเวียงวัฒนา ชยางกูร มีพระนามว่าอะไร   หม่อมแหวนศุลี ชยางกูร ณ อยุธยา,พระมารดาของหม่อมเจ้าเวียงวัฒนา ชยางกูร มีพระนามว่าอะไร,หม่อมแหวนศุลี ชยางกูร ณ อยุธยา
โอรสของหม่อมเจ้าเวียงวัฒนา ชยางกูร มีพระนามว่าอะไร   หม่อมราชวงศ์พงษ์ไชยา ชยางกูร,โอรสของหม่อมเจ้าเวียงวัฒนา ชยางกูร มีพระนามว่าอะไร,หม่อมราชวงศ์พงษ์ไชยา ชยางกูร
พระมารดาของเจ้าพระยาบดินทรเดชานุชิต มีพระนามว่าอะไร   หม่อมนิ่ม ณ นคร,พระมารดาของเจ้าพระยาบดินทรเดชานุชิต มีพระนามว่าอะไร,หม่อมนิ่ม ณ นคร
เครื่องบินขับไล่ ดัซโซลท์ มิราจ เอฟ1 ของตระกูลมิราจ ได้ประจำกองทัพฝรั่งเศสในปีใด   ปี ค.ศ. 1973,เครื่องบินขับไล่ ดัซโซลท์ มิราจ เอฟ1 ของตระกูลมิราจ ได้ประจำกองทัพฝรั่งเศสในปีใด,ปี ค.ศ. 1973
สถานีเกษตรหลวงอ่างขาง เป็นโครงการอันเนื่องมาจากพระราชดำริในหลวงพระองค์ใด   พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช,สถานีเกษตรหลวงอ่างขาง เป็นโครงการอันเนื่องมาจากพระราชดำริในหลวงพระองค์ใด,พระบาทสมเด็จพระปรมินทรมหาภูมิพลอดุลยเดช
สถานีเกษตรหลวงอ่างขางตั้งอยู่ในเขตพื้นที่ตำบลแม่งอน อำเภอฝาง จังหวัดอะไร   จังหวัดเชียงใหม่,สถานีเกษตรหลวงอ่างขางตั้งอยู่ในเขตพื้นที่ตำบลแม่งอน อำเภอฝาง จังหวัดอะไร,จังหวัดเชียงใหม่
ผลงานละครเรื่องแรกของอัทธนียา เอี่ยมวสันต์ หรือชื่อเกิด สริตา เอี่ยมวสันต์ คือเรื่องอะไร   ตะวันทอแสง,ผลงานละครเรื่องแรกของอัทธนียา เอี่ยมวสันต์ หรือชื่อเกิด สริตา เอี่ยมวสันต์ คือเรื่องอะไร,ตะวันทอแสง
อัทธนียา เอี่ยมวสันต์ เล่นละครเรื่อง ตะวันทอแสง ที่ออกอากาศทางช่อง 7 รับบทเป็นใคร   พิมพรรณ,อัทธนียา เอี่ยมวสันต์ เล่นละครเรื่อง ตะวันทอแสง ที่ออกอากาศทางช่อง 7 รับบทเป็นใคร,พิมพรรณ
ผู้ออกแบบบ้านตุ๊กตาที่ตั้งอยู่เลขที่ 42 ซอยต้นสน เขตปทุมวัน กรุงเทพมหานคร คือใคร   ศาสตราจารย์หม่อมเจ้าโวฒยากร วรวรรณ,ผู้ออกแบบบ้านตุ๊กตาที่ตั้งอยู่เลขที่ 42 ซอยต้นสน เขตปทุมวัน กรุงเทพมหานคร คือใคร,ศาสตราจารย์หม่อมเจ้าโวฒยากร วรวรรณ
บ้านตุ๊กตาได้รับรางวัลอาคารอนุรักษ์ดีเด่น จากสมาคมสถาปนิกสยาม เมื่อปีใด   พ.ศ. 2537,บ้านตุ๊กตาได้รับรางวัลอาคารอนุรักษ์ดีเด่น จากสมาคมสถาปนิกสยาม เมื่อปีใด,พ.ศ. 2537
การชกชิงแชมป์แห่งสยาม หวัง อาหะหมัดได้รับเลือกให้ชกกับ ศุข สมบูรณ์ โดยสมัยนั้น นายกสนามคือใคร   พระยาเทพหัสดินทร์,การชกชิงแชมป์แห่งสยาม หวัง อาหะหมัดได้รับเลือกให้ชกกับ ศุข สมบูรณ์ โดยสมัยนั้น นายกสนามคือใคร,พระยาเทพหัสดินทร์
หวัง อาหะหมัด ได้ชกมวยแพ้ให้กับใคร เพราะเสียเปรียบเรื่องอายุมากกว่าและตัวเล็กกว่า   ประดิษฐ์ ลิ้มประยูร,หวัง อาหะหมัด ได้ชกมวยแพ้ให้กับใคร เพราะเสียเปรียบเรื่องอายุมากกว่าและตัวเล็กกว่า,ประดิษฐ์ ลิ้มประยูร
สตีเฟน แพทริก เดวิด เกตลีเป็นนักร้องชาวไอร์แลนด์ แต่งงานกับใคร   แอนดรูว์ คาวล์ส,สตีเฟน แพทริก เดวิด เกตลีเป็นนักร้องชาวไอร์แลนด์ แต่งงานกับใคร,แอนดรูว์ คาวล์ส
สตีเฟน แพทริก เดวิด เกตลีเป็นนักร้องชาวไอร์แลนด์ นักเขียนและนักแสดง เสียชีวิตที่ประเทศอะไร   ประเทศสเปน,สตีเฟน แพทริก เดวิด เกตลีเป็นนักร้องชาวไอร์แลนด์ นักเขียนและนักแสดง เสียชีวิตที่ประเทศอะไร,ประเทศสเปน
ในปี 2560 ปกเกล้า อนันต์ เล่นในตำแหน่งกองกลาง ให้กับสโมสรใด   สโมสรฟุตบอลแบงค็อก ยูไนเต็ด,ในปี 2560 ปกเกล้า อนันต์ เล่นในตำแหน่งกองกลาง ให้กับสโมสรใด,สโมสรฟุตบอลแบงค็อก ยูไนเต็ด
หลวงพ่อแสนแห่งเมืองเชียงแตง เป็นพระพุทธรูปปางอะไร   ปางมารวิชัย,หลวงพ่อแสนแห่งเมืองเชียงแตง เป็นพระพุทธรูปปางอะไร,ปางมารวิชัย
กษัตริย์พระองค์ใดเป็นผู้อันเชิญพระแสนจากเมืองเชียงแตง   พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว,กษัตริย์พระองค์ใดเป็นผู้อันเชิญพระแสนจากเมืองเชียงแตง,พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว
พระราชนิเวศน์มฤคทายวันเป็นที่ประทับแปรพระราชฐานในฤดูร้อนของกษัตริย์พระองค์ใด   พระบาทสมเด็จพระมงกุฏเกล้าเจ้าอยู่หัว,พระราชนิเวศน์มฤคทายวันเป็นที่ประทับแปรพระราชฐานในฤดูร้อนของกษัตริย์พระองค์ใด,พระบาทสมเด็จพระมงกุฏเกล้าเจ้าอยู่หัว
